-0.8807587,-0.8807587,-0.8807587,-0.8807587
0.826308,0.826308,0.826308,0.826308
-0.606491,-0.606491,-0.606491,-0.606491
-0.5102568,-0.5102568,-0.5102568,-0.5102568
-0.5093474,-0.5093474,-0.5093474,-0.6044098
0.3495868,0.3495868,0.3495868,0.3495868
-0.1915891,-0.1915891,-0.1915891,-0.1915891
-0.192573,-0.1523083,-0.1523083,-0.192573
0.02693857,0.02693857,0.02693857,0.02693857
-0.6762286,-0.6762286,-0.6762286,-0.6762286
0.1471934,0.1471934,0.1471934,0.1471934
-0.5629377,-0.5629377,-0.5629377,-0.5629377
0.4672775,0.4672775,0.4672775,0.4672775
0.8603293,0.8603293,0.8603293,0.8603293
-0.4056438,-0.4056438,-0.4056438,-0.4056438
0.5156109,0.5156109,0.5156109,0.5156109
0.3249086,0.3249086,0.3249086,0.3249086
-0.3192546,-0.3192546,-0.3085102,-0.3192546
-0.6198667,-0.5679109,-0.5679109,-0.6198667
0.9167466,0.9207972,0.9207972,0.9167466
0.1081199,0.1637849,0.1637849,0.1081199
-0.8241868,-0.8241868,-0.8241868,-0.7305356
0.6245365,0.6245365,0.6245365,0.6522678
0.2677712,0.2677712,0.2677712,0.2677712
-0.6493099,-0.6493099,-0.6493099,-0.6493099
-0.3297058,-0.3297058,-0.3297058,-0.2532854
0.1504095,0.1504095,0.1504095,0.1504095
-0.99,-0.99,-0.99,-0.99
0.2635207,0.2635207,0.2635207,0.2635207
-0.6542171,-0.6542171,-0.6542171,-0.6542171
0.3078741,0.3633406,0.3633406,0.2101667
0.5220842,0.5220842,0.5220842,0.5220842
-0.2625546,-0.2625546,-0.2625546,-0.2625546
-0.5970857,-0.6657472,-0.6657472,-0.5970857
0.8606468,0.8606468,0.8606468,0.8606468
-0.2275173,-0.2275173,-0.2275173,-0.2275173
-0.2184856,-0.1670606,-0.1670606,-0.2184856
0.451616,0.451616,0.451616,0.4498648
-0.3237301,-0.3237301,-0.3237301,-0.3237301
-0.8566461,-0.8550335,-0.8550335,-0.8566461
0.8677995,0.8677995,0.8677995,0.8677995
-0.4862702,-0.5367528,-0.5367528,-0.4862702
0.04436215,0.04249892,0.04249892,-0.02401198
0.6485025,0.5549087,0.5549087,0.6485025
0.8679953,0.8679953,0.8679953,0.8679953
-0.3573007,-0.3130813,-0.3130813,-0.3573007
0.8139316,0.7621997,0.7621997,0.8139316
0.99,0.99,0.941956,0.99
0.8410237,0.8410237,0.8410237,0.8410237
-0.7325759,-0.8066549,-0.8066549,-0.7325759
0.1406719,0.08312993,0.08312993,0.1406719
0.1971159,0.1971159,0.1971159,0.1971159
0.8035462,0.7208067,0.7208067,0.8035462
-0.273229,-0.273229,-0.273229,-0.2374826
0.8166187,0.7776766,0.7776766,0.7171291
-0.6583411,-0.6583411,-0.6583411,-0.6583411
-0.1276594,-0.1338092,-0.1338092,-0.1276594
0.6042797,0.6477444,0.6477444,0.6042797
-0.765954,-0.765954,-0.765954,-0.765954
0.3533975,0.3969327,0.3969327,0.3533975
-0.7441136,-0.7441136,-0.7441136,-0.7441136
-0.9463363,-0.9611445,-0.9463363,-0.9611445
0.99,0.9599926,0.99,0.9599926
0.6008109,0.5161859,0.6008109,0.5161859
0.6682893,0.6682893,0.6682893,0.6682893
-0.8420449,-0.8420449,-0.8420449,-0.8420449
-0.7062783,-0.6713118,-0.7062783,-0.6713118
-0.5976851,-0.5976851,-0.5976851,-0.5976851
-0.1577936,-0.1577936,-0.1577936,-0.1577936
0.1452939,0.06583347,0.1452939,0.06583347
-0.8882274,-0.8882274,-0.8882274,-0.8882274
-0.0693569,-0.0693569,-0.0693569,-0.0693569
-0.1444104,-0.1444104,-0.1444104,-0.1444104
-0.3772561,-0.3095298,-0.3772561,-0.3095298
-0.9541332,-0.9541332,-0.9541332,-0.9541332
0.1322869,0.07437316,0.1322869,0.07437316
0.99,0.99,0.99,0.99
0.2222019,0.2222019,0.2222019,0.2222019
0.1990264,0.1933983,0.1990264,0.1933983
-0.1366729,-0.1947669,-0.1366729,-0.1947669
-0.99,-0.9890853,-0.99,-0.9890853
0.3306984,0.3306984,0.3306984,0.3306984
-0.5645226,-0.4666139,-0.543893,-0.4666139
0.37593,0.2857038,0.37593,0.3510384
-0.03917822,-0.06771372,-0.03917822,-0.06771372
-0.02927991,-0.02927991,-0.02927991,-0.02927991
-0.1103847,-0.1355026,-0.1103847,-0.1355026
0.2887658,0.2887658,0.2887658,0.2887658
0.494458,0.5760365,0.5455127,0.5260455
-0.2787781,-0.222698,-0.2787781,-0.222698
-0.4078767,-0.3128086,-0.4078767,-0.3128086
-0.2667524,-0.2728174,-0.2667524,-0.2728174
-0.6129558,-0.6129558,-0.6129558,-0.6129558
-0.9300289,-0.911442,-0.9255059,-0.911442
0.3593823,0.3397408,0.3593823,0.3397408
0.435647,0.5904318,0.435647,0.5904318
-0.1874506,-0.1874506,-0.1910344,-0.1874506
-0.5961348,-0.5961348,-0.5961348,-0.5961348
0.7973934,0.8801658,0.7973934,0.9495034
-0.07759324,-0.07759324,-0.07759324,-0.07759324
0.2719996,0.2719996,0.2719996,0.2719996
0.4441638,0.528882,0.4441638,0.528882
-0.575027,-0.575027,-0.575027,-0.575027
0.99,0.9144454,0.99,0.9144454
-0.977815,-0.9290336,-0.977815,-0.9290336
